Rule ID,Rule Name,Rule Description,Visa Type,Eligibility Criteria,Application Fee,Processing Time,Required Documents,Additional Notes
683,Tier 4 Student,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,"Innovative business idea, proof of funds, endorsement by an approved body","£1,523",12 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
684,Family Visa,Allows family members of UK residents to join them in the UK.,Work,"Job offer, Certificate of Sponsorship, appropriate salary","£1,523",3 weeks,"Passport, bank statements, travel itinerary",Must maintain the endorsement and continue business activities.
685,Tier 4 Student,For experienced business people seeking to establish an innovative business in the UK.,Family,"Accepted by a UK institution, proof of funds, English proficiency",£348,3 weeks,"Passport, relationship proof, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
686,Family Visa,For international students pursuing a course in the UK.,Work,"Family relationship proof, sufficient funds",£610,8 weeks,"Passport, CAS, financial proof, TB test",Must maintain the endorsement and continue business activities.
687,Family Visa,Allows individuals to visit the UK for tourism or family visits.,Visitor,"Family relationship proof, sufficient funds","£1,523",6 months,"Passport, bank statements, travel itinerary",Must maintain the endorsement and continue business activities.
688,Innovator Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,Must have sufficient funds for the duration of stay and intention to return,"£1,021",3 weeks,"Passport, CoS, qualifications, proof of funds",Max 6 months stay per visit.
689,Tier 4 Student,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Work,Must have sufficient funds for the duration of stay and intention to return,£95,12 weeks,"Passport, relationship proof, financial proof",Must maintain the endorsement and continue business activities.
690,Tier 4 Student,For experienced business people seeking to establish an innovative business in the UK.,Work,"Innovative business idea, proof of funds, endorsement by an approved body",£610,8 weeks,"Passport, bank statements, travel itinerary",Can work part-time during term and full-time during breaks.
691,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Business,Must have sufficient funds for the duration of stay and intention to return,£95,6 months,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
692,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Work,"Innovative business idea, proof of funds, endorsement by an approved body",£95,6 months,"Passport, relationship proof, financial proof",Can work part-time during term and full-time during breaks.
693,Tier 2 Work Visa,Allows individuals to visit the UK for tourism or family visits.,Student,Must have sufficient funds for the duration of stay and intention to return,£610,8 weeks,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
694,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Business,"Innovative business idea, proof of funds, endorsement by an approved body",£348,8 weeks,"Passport, CoS, qualifications, proof of funds",Can work part-time during term and full-time during breaks.
695,Innovator Visa,Allows individuals to visit the UK for tourism or family visits.,Visitor,"Accepted by a UK institution, proof of funds, English proficiency","£1,523",6 months,"Passport, business plan, endorsement letter, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
696,Tier 2 Work Visa,Allows family members of UK residents to join them in the UK.,Student,"Innovative business idea, proof of funds, endorsement by an approved body",£348,6 months,"Passport, CAS, financial proof, TB test",Max 6 months stay per visit.
697,Innovator Visa,For experienced business people seeking to establish an innovative business in the UK.,Student,"Job offer, Certificate of Sponsorship, appropriate salary","£1,021",3 weeks,"Passport, CAS, financial proof, TB test",Max 6 months stay per visit.
698,Visitor Visa,Allows individuals to visit the UK for tourism or family visits.,Student,"Innovative business idea, proof of funds, endorsement by an approved body","£1,523",6 months,"Passport, relationship proof, financial proof",Max 6 months stay per visit.
699,Tier 4 Student,For international students pursuing a course in the UK.,Visitor,"Family relationship proof, sufficient funds","£1,021",3 weeks,"Passport, relationship proof, financial proof",Must maintain the endorsement and continue business activities.
700,Family Visa,For experienced business people seeking to establish an innovative business in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",6 months,"Passport, CoS, qualifications, proof of funds",Must maintain the endorsement and continue business activities.
701,Visitor Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Student,"Job offer, Certificate of Sponsorship, appropriate salary","£1,523",6 months,"Passport, CAS, financial proof, TB test",Family visa holders can apply for indefinite leave to remain after 5 years.
702,Tier 4 Student,For international students pursuing a course in the UK.,Business,"Accepted by a UK institution, proof of funds, English proficiency",£610,12 weeks,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
703,Tier 2 Work Visa,For international students pursuing a course in the UK.,Business,"Job offer, Certificate of Sponsorship, appropriate salary",£348,12 weeks,"Passport, business plan, endorsement letter, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
704,Tier 4 Student,For international students pursuing a course in the UK.,Family,"Job offer, Certificate of Sponsorship, appropriate salary",£95,6 months,"Passport, business plan, endorsement letter, financial proof",Max 6 months stay per visit.
705,Family Visa,For international students pursuing a course in the UK.,Student,Must have sufficient funds for the duration of stay and intention to return,£95,8 weeks,"Passport, business plan, endorsement letter, financial proof",Sponsorship from a licensed UK employer required.
706,Tier 2 Work Visa,For international students pursuing a course in the UK.,Family,"Innovative business idea, proof of funds, endorsement by an approved body","£1,021",8 weeks,"Passport, CoS, qualifications, proof of funds",Max 6 months stay per visit.
707,Tier 4 Student,For experienced business people seeking to establish an innovative business in the UK.,Student,"Accepted by a UK institution, proof of funds, English proficiency","£1,021",3 weeks,"Passport, relationship proof, financial proof",Family visa holders can apply for indefinite leave to remain after 5 years.
708,Tier 2 Work Visa,For skilled workers with a job offer from a UK employer holding a valid sponsor.,Family,"Family relationship proof, sufficient funds","£1,523",6 months,"Passport, CAS, financial proof, TB test",Can work part-time during term and full-time during breaks.
709,Tier 2 Work Visa,For international students pursuing a course in the UK.,Family,"Job offer, Certificate of Sponsorship, appropriate salary",£348,12 weeks,"Passport, bank statements, travel itinerary",Family visa holders can apply for indefinite leave to remain after 5 years.
710,Tier 4 Student,Allows individuals to visit the UK for tourism or family visits.,Work,"Family relationship proof, sufficient funds",£610,12 weeks,"Passport, CoS, qualifications, proof of funds",Max 6 months stay per visit.
